From	To
GABR1_HUMAN	ENSG00000232632.8
GABR1_HUMAN	ENSG00000237112.8
GABR1_HUMAN	ENSG00000232569.8
GABR1_HUMAN	ENSG00000237051.8
TS1R1_HUMAN	ENSG00000173662.21
TS1R3_HUMAN	ENSG00000169962.5
TS1R2_HUMAN	ENSG00000179002.6
CTNB1_HUMAN	ENSG00000168036.18
CBY1_HUMAN	ENSG00000100211.12
CNBP1_HUMAN	ENSG00000178585.15
CHD8_HUMAN	ENSG00000100888.15
LMAN1_HUMAN	ENSG00000074695.6
MCFD2_HUMAN	ENSG00000180398.13
TMEDA_HUMAN	ENSG00000170348.9
TMED2_HUMAN	ENSG00000086598.11
HLAA_HUMAN	ENSG00000206503.14
B2MG_HUMAN	ENSG00000166710.23
B2MG_HUMAN	ENSG00000273686.4
LCK_HUMAN	ENSG00000182866.18
CD4_HUMAN	ENSG00000010610.10
IL6RA_HUMAN	ENSG00000160712.13
IL6_HUMAN	ENSG00000136244.12
STAT1_HUMAN	ENSG00000115415.21
STAT3_HUMAN	ENSG00000168610.17
M3K3_HUMAN	ENSG00000198909.8
SQSTM_HUMAN	ENSG00000161011.20
SQSTM_HUMAN	ENSG00000284099.3
I18BP_HUMAN	ENSG00000137496.19
IL18_HUMAN	ENSG00000150782.12
IL18R_HUMAN	ENSG00000115604.12
IL33_HUMAN	ENSG00000137033.12
ILRL1_HUMAN	ENSG00000115602.17
RB3GP_HUMAN	ENSG00000115839.19
RBGPR_HUMAN	ENSG00000118873.17
NTF4_HUMAN	ENSG00000225950.9
IL2RB_HUMAN	ENSG00000100385.15
IL2RG_HUMAN	ENSG00000147168.14
JAK3_HUMAN	ENSG00000105639.21
FAK2_HUMAN	ENSG00000120899.18
CLCA_HUMAN	ENSG00000122705.18
CLH1_HUMAN	ENSG00000141367.13
GCP60_HUMAN	ENSG00000182827.9
GOGB1_HUMAN	ENSG00000173230.17
CXB2_HUMAN	ENSG00000165474.8
CXB1_HUMAN	ENSG00000169562.13
ZO1_HUMAN	ENSG00000104067.17
ZO1_HUMAN	ENSG00000277401.4
CXA1_HUMAN	ENSG00000152661.9
LRP2_HUMAN	ENSG00000081479.15
DAB2_HUMAN	ENSG00000153071.15
AGFG1_HUMAN	ENSG00000173744.18
VAMP7_HUMAN	ENSG00000124333.16
VAMP7_HUMAN	ENSG00000292366.1
AMPH_HUMAN	ENSG00000078053.17
BIN1_HUMAN	ENSG00000136717.15
HPS4_HUMAN	ENSG00000100099.22
HPS1_HUMAN	ENSG00000107521.21
COL11_HUMAN	ENSG00000118004.18
MASP1_HUMAN	ENSG00000127241.18
MASP1_HUMAN	ENSG00000291559.1
NTRK3_HUMAN	ENSG00000140538.17
NTF3_HUMAN	ENSG00000185652.12
NECT1_HUMAN	ENSG00000110400.11
NECT3_HUMAN	ENSG00000177707.11
NECT4_HUMAN	ENSG00000143217.9
NECT2_HUMAN	ENSG00000130202.10
PVR_HUMAN	ENSG00000073008.16
IL12B_HUMAN	ENSG00000113302.6
IL12A_HUMAN	ENSG00000168811.8
I12R1_HUMAN	ENSG00000096996.16
I12R2_HUMAN	ENSG00000081985.14
JAK2_HUMAN	ENSG00000096968.14
TLR1_HUMAN	ENSG00000174125.8
TLR2_HUMAN	ENSG00000137462.9
TLR6_HUMAN	ENSG00000174130.13
SUH_HUMAN	ENSG00000168214.22
SNW1_HUMAN	ENSG00000100603.14
HIF1A_HUMAN	ENSG00000100644.17
NOTC1_HUMAN	ENSG00000148400.13
JAG1_HUMAN	ENSG00000101384.12
JAG2_HUMAN	ENSG00000184916.9
CBL_HUMAN	ENSG00000110395.8
HLAC_HUMAN	ENSG00000204525.18
KI2S5_HUMAN	ENSG00000275047.1
KI2S5_HUMAN	ENSG00000274739.1
KI2S5_HUMAN	ENSG00000277650.1
KI2S5_HUMAN	ENSG00000288206.1
TYOBP_HUMAN	ENSG00000011600.12
HLAB_HUMAN	ENSG00000234745.14
KI3S1_HUMAN	ENSG00000275434.5
CLC5A_HUMAN	ENSG00000258227.7
NCTR2_HUMAN	ENSG00000096264.14
SIRB1_HUMAN	ENSG00000101307.16
TREM1_HUMAN	ENSG00000124731.13
TREM2_HUMAN	ENSG00000095970.17
CLM2_HUMAN	ENSG00000186407.7
CLM7_HUMAN	ENSG00000178789.9
CLM7_HUMAN	ENSG00000291919.1
GRAP2_HUMAN	ENSG00000100351.17
LCP2_HUMAN	ENSG00000043462.13
SPY2_HUMAN	ENSG00000136158.12
4EBP1_HUMAN	ENSG00000187840.5
IF4E_HUMAN	ENSG00000151247.13
IL9R_HUMAN	ENSG00000124334.18
IL9R_HUMAN	ENSG00000292373.1
IL15_HUMAN	ENSG00000164136.17
I15RA_HUMAN	ENSG00000134470.21
B4GT1_HUMAN	ENSG00000086062.13
LALBA_HUMAN	ENSG00000167531.6
IRF3_HUMAN	ENSG00000126456.16
IRF7_HUMAN	ENSG00000185507.21
IRF7_HUMAN	ENSG00000276561.4
NOTC3_HUMAN	ENSG00000074181.9
ELF3_HUMAN	ENSG00000163435.16
NOTC2_HUMAN	ENSG00000134250.21
MK_HUMAN	ENSG00000110492.17
DLL1_HUMAN	ENSG00000198719.9
DLL1_HUMAN	ENSG00000275555.2
EGF_HUMAN	ENSG00000138798.13
YBOX1_HUMAN	ENSG00000065978.19
HEY1_HUMAN	ENSG00000164683.19
NOTC4_HUMAN	ENSG00000204301.6
NOTC4_HUMAN	ENSG00000234876.5
NOTC4_HUMAN	ENSG00000238196.5
NOTC4_HUMAN	ENSG00000223355.5
DLL4_HUMAN	ENSG00000128917.8
HRG_HUMAN	ENSG00000113905.5
PLMN_HUMAN	ENSG00000122194.20
A2AP_HUMAN	ENSG00000167711.14
A2AP_HUMAN	ENSG00000276838.4
UPAR_HUMAN	ENSG00000011422.12
UROK_HUMAN	ENSG00000122861.16
IL23A_HUMAN	ENSG00000110944.9
IL23R_HUMAN	ENSG00000162594.17
STAT4_HUMAN	ENSG00000138378.19
I27RA_HUMAN	ENSG00000104998.4
I27RA_HUMAN	ENSG00000288185.1
IL27A_HUMAN	ENSG00000197272.2
IL27B_HUMAN	ENSG00000105246.6
KNG1_HUMAN	ENSG00000113889.14
VWF_HUMAN	ENSG00000110799.14
FA8_HUMAN	ENSG00000185010.15
FA9_HUMAN	ENSG00000101981.12
F13A_HUMAN	ENSG00000124491.16
F13B_HUMAN	ENSG00000143278.5
F13B_HUMAN	ENSG00000291998.1
EPCR_HUMAN	ENSG00000101000.6
PROC_HUMAN	ENSG00000115718.18
JUND_HUMAN	ENSG00000130522.6
FOSB_HUMAN	ENSG00000125740.15
CO3_HUMAN	ENSG00000125730.18
CFAB_HUMAN	ENSG00000239754.9
CFAB_HUMAN	ENSG00000242335.8
CFAB_HUMAN	ENSG00000243570.9
CFAB_HUMAN	ENSG00000243649.10
CFAB_HUMAN	ENSG00000241534.9
CFAB_HUMAN	ENSG00000241253.8
KCJ16_HUMAN	ENSG00000153822.15
KCJ15_HUMAN	ENSG00000157551.19
KCJ10_HUMAN	ENSG00000177807.10
OSTM1_HUMAN	ENSG00000081087.16
CLCN7_HUMAN	ENSG00000103249.19
1433E_HUMAN	ENSG00000108953.17
1433E_HUMAN	ENSG00000274474.3
HSF1_HUMAN	ENSG00000185122.11
HSF1_HUMAN	ENSG00000284774.2
SIR1_HUMAN	ENSG00000096717.12
CCAR2_HUMAN	ENSG00000158941.17
ETS2_HUMAN	ENSG00000157557.13
ID1_HUMAN	ENSG00000125968.9
ERF_HUMAN	ENSG00000105722.10
M3K5_HUMAN	ENSG00000197442.11
CDN2B_HUMAN	ENSG00000147883.12
CEBPB_HUMAN	ENSG00000172216.6
PRDX6_HUMAN	ENSG00000117592.9
GSTP1_HUMAN	ENSG00000084207.18
ATF4_HUMAN	ENSG00000128272.18
ATF3_HUMAN	ENSG00000162772.18
FCERG_HUMAN	ENSG00000158869.11
CLC4C_HUMAN	ENSG00000198178.11
CLC4E_HUMAN	ENSG00000166523.8
M3K14_HUMAN	ENSG00000006062.18
IKKA_HUMAN	ENSG00000213341.11
RELB_HUMAN	ENSG00000104856.15
CASP8_HUMAN	ENSG00000064012.24
MALT1_HUMAN	ENSG00000172175.16
ICAM2_HUMAN	ENSG00000108622.11
CD209_HUMAN	ENSG00000090659.18
FERM2_HUMAN	ENSG00000073712.15
FBLI1_HUMAN	ENSG00000162458.13
ILK_HUMAN	ENSG00000166333.14
PARVA_HUMAN	ENSG00000197702.14
RSU1_HUMAN	ENSG00000148484.18
LIMS1_HUMAN	ENSG00000169756.17
ACTN1_HUMAN	ENSG00000072110.16
PARVB_HUMAN	ENSG00000188677.15
ITB4_HUMAN	ENSG00000132470.14
ITA6_HUMAN	ENSG00000091409.16
CD47_HUMAN	ENSG00000196776.17
SHPS1_HUMAN	ENSG00000198053.12
NPHN_HUMAN	ENSG00000161270.20
KIRR1_HUMAN	ENSG00000183853.18
KBL_HUMAN	ENSG00000100116.17
EVPL_HUMAN	ENSG00000167880.8
PEPL_HUMAN	ENSG00000118898.16
KAZRN_HUMAN	ENSG00000189337.17
ISK6_HUMAN	ENSG00000178172.7
KLK12_HUMAN	ENSG00000186474.16
KLK13_HUMAN	ENSG00000167759.13
KLK14_HUMAN	ENSG00000129437.11
KLK5_HUMAN	ENSG00000167754.13
ISK9_HUMAN	ENSG00000204909.8
KALM_HUMAN	ENSG00000011201.12
SAE2_HUMAN	ENSG00000126261.13
SAE1_HUMAN	ENSG00000142230.13
CCND3_HUMAN	ENSG00000112576.13
MK06_HUMAN	ENSG00000069956.14
ITA3_HUMAN	ENSG00000005884.18
ITA7_HUMAN	ENSG00000135424.19
NSUN4_HUMAN	ENSG00000117481.11
MTEF4_HUMAN	ENSG00000122085.17
HS90A_HUMAN	ENSG00000080824.19
LY96_HUMAN	ENSG00000154589.7
TLR4_HUMAN	ENSG00000136869.16
S10A9_HUMAN	ENSG00000163220.11
S10A8_HUMAN	ENSG00000143546.10
NR1H2_HUMAN	ENSG00000131408.15
RXRA_HUMAN	ENSG00000186350.12
NR1H3_HUMAN	ENSG00000025434.19
RXRB_HUMAN	ENSG00000204231.11
RXRB_HUMAN	ENSG00000206289.11
RXRB_HUMAN	ENSG00000228333.9
RXRB_HUMAN	ENSG00000235712.10
RXRB_HUMAN	ENSG00000231321.9
RXRB_HUMAN	ENSG00000227322.11
TBK1_HUMAN	ENSG00000183735.11
STING_HUMAN	ENSG00000184584.14
STING_HUMAN	ENSG00000288243.1
ESPL1_HUMAN	ENSG00000135476.12
PTTG1_HUMAN	ENSG00000164611.13
PTK6_HUMAN	ENSG00000101213.7
AKT1_HUMAN	ENSG00000142208.18
CDK2_HUMAN	ENSG00000123374.11
CCNE1_HUMAN	ENSG00000105173.14
FBX5_HUMAN	ENSG00000112029.10
CDC20_HUMAN	ENSG00000117399.14
MD2L1_HUMAN	ENSG00000164109.14
SOCS3_HUMAN	ENSG00000184557.4
DCE2_HUMAN	ENSG00000136750.13
DCE1_HUMAN	ENSG00000128683.14
5HT3A_HUMAN	ENSG00000166736.12
5HT3D_HUMAN	ENSG00000186090.11
5HT3E_HUMAN	ENSG00000186038.9
5HT3B_HUMAN	ENSG00000149305.8
5HT3C_HUMAN	ENSG00000178084.2
SMAD2_HUMAN	ENSG00000175387.16
GPVI_HUMAN	ENSG00000088053.11
GPVI_HUMAN	ENSG00000277439.4
GPVI_HUMAN	ENSG00000275633.4
GPVI_HUMAN	ENSG00000276065.4
GPVI_HUMAN	ENSG00000274050.4
GPVI_HUMAN	ENSG00000278670.4
GPVI_HUMAN	ENSG00000274566.4
GPVI_HUMAN	ENSG00000278316.4
GPVI_HUMAN	ENSG00000276211.4
GPVI_HUMAN	ENSG00000275931.4
SAP_HUMAN	ENSG00000197746.15
ITAM_HUMAN	ENSG00000169896.18
ITB2_HUMAN	ENSG00000160255.19
NEDD4_HUMAN	ENSG00000069869.17
PPM1B_HUMAN	ENSG00000138032.21
FLNB_HUMAN	ENSG00000136068.16
IL3RB_HUMAN	ENSG00000100368.15
CSF2_HUMAN	ENSG00000164400.6
CSF2R_HUMAN	ENSG00000198223.18
CSF2R_HUMAN	ENSG00000292357.1
IL5_HUMAN	ENSG00000113525.10
IL5RA_HUMAN	ENSG00000091181.20
TEC_HUMAN	ENSG00000135605.13
BLNK_HUMAN	ENSG00000095585.18
IL4RA_HUMAN	ENSG00000077238.14
I13R1_HUMAN	ENSG00000131724.11
IL13_HUMAN	ENSG00000169194.10
I13R2_HUMAN	ENSG00000123496.8
IL7RA_HUMAN	ENSG00000168685.15
SMCA4_HUMAN	ENSG00000127616.22
BRWD1_HUMAN	ENSG00000185658.14
I22R1_HUMAN	ENSG00000142677.4
I22R2_HUMAN	ENSG00000164485.15
IL22_HUMAN	ENSG00000127318.11
INLR1_HUMAN	ENSG00000185436.12
IL16_HUMAN	ENSG00000172349.19
IL32_HUMAN	ENSG00000008517.19
PRTN3_HUMAN	ENSG00000196415.10
PRTN3_HUMAN	ENSG00000277804.4
IL34_HUMAN	ENSG00000157368.12
PTPRZ_HUMAN	ENSG00000106278.12
CSF3_HUMAN	ENSG00000108342.13
CSF3R_HUMAN	ENSG00000119535.20
TXLNA_HUMAN	ENSG00000084652.16
STX1A_HUMAN	ENSG00000106089.12
STX3_HUMAN	ENSG00000166900.17
GHR_HUMAN	ENSG00000112964.14
PRLR_HUMAN	ENSG00000113494.17
TRAF3_HUMAN	ENSG00000131323.17
TNR1B_HUMAN	ENSG00000028137.19
TNR5_HUMAN	ENSG00000101017.15
CD40L_HUMAN	ENSG00000102245.9
TN13B_HUMAN	ENSG00000102524.12
TR13C_HUMAN	ENSG00000159958.7
FLT3L_HUMAN	ENSG00000090554.13
FLT3_HUMAN	ENSG00000122025.15
LAT_HUMAN	ENSG00000213658.13
PLCG1_HUMAN	ENSG00000124181.15
FYB1_HUMAN	ENSG00000082074.19
NCK1_HUMAN	ENSG00000158092.7
TAB2_HUMAN	ENSG00000055208.20
M3K7_HUMAN	ENSG00000135341.19
ICOS_HUMAN	ENSG00000163600.13
ICOSL_HUMAN	ENSG00000160223.18
BTLA_HUMAN	ENSG00000186265.10
TNR14_HUMAN	ENSG00000157873.18
TNR14_HUMAN	ENSG00000273936.4
CD28_HUMAN	ENSG00000178562.18
CD80_HUMAN	ENSG00000121594.12
CD86_HUMAN	ENSG00000114013.16
DMA_HUMAN	ENSG00000204257.15
DMA_HUMAN	ENSG00000243215.7
DMA_HUMAN	ENSG00000242361.7
DMA_HUMAN	ENSG00000239463.7
DMA_HUMAN	ENSG00000242685.7
DMA_HUMAN	ENSG00000243189.7
DMA_HUMAN	ENSG00000243719.7
DMB_HUMAN	ENSG00000241674.8
DMB_HUMAN	ENSG00000242092.8
DMB_HUMAN	ENSG00000241296.8
DMB_HUMAN	ENSG00000242574.9
DMB_HUMAN	ENSG00000234154.10
DMB_HUMAN	ENSG00000239329.8
DMB_HUMAN	ENSG00000226264.10
DMB_HUMAN	ENSG00000242386.8
ITA4_HUMAN	ENSG00000115232.14
ITB7_HUMAN	ENSG00000139626.16
ITAL_HUMAN	ENSG00000005844.19
HLAE_HUMAN	ENSG00000204592.9
HLAE_HUMAN	ENSG00000206493.7
HLAE_HUMAN	ENSG00000229252.6
HLAE_HUMAN	ENSG00000233904.6
HLAE_HUMAN	ENSG00000236632.5
HLAE_HUMAN	ENSG00000230254.7
HLAE_HUMAN	ENSG00000225201.6
CD226_HUMAN	ENSG00000150637.9
CXAR_HUMAN	ENSG00000154639.19
JAML_HUMAN	ENSG00000160593.20
HLAG_HUMAN	ENSG00000204632.13
HLAG_HUMAN	ENSG00000206506.10
HLAG_HUMAN	ENSG00000233095.8
HLAG_HUMAN	ENSG00000235346.9
HLAG_HUMAN	ENSG00000235680.8
HLAG_HUMAN	ENSG00000230413.9
HLAG_HUMAN	ENSG00000237216.8
HLAG_HUMAN	ENSG00000276051.4
KI2S2_HUMAN	ENSG00000277885.1
KI2S2_HUMAN	ENSG00000276425.1
KI2S2_HUMAN	ENSG00000274438.1
KI2S2_HUMAN	ENSG00000274518.1
KI2S2_HUMAN	ENSG00000275253.1
KI2S2_HUMAN	ENSG00000276139.4
KI2S2_HUMAN	ENSG00000275452.2
KI2S2_HUMAN	ENSG00000278300.5
KI2S2_HUMAN	ENSG00000275737.1
KI2S2_HUMAN	ENSG00000275735.1
KI2S2_HUMAN	ENSG00000276258.1
KI2S2_HUMAN	ENSG00000278152.3
RAF1_HUMAN	ENSG00000132155.14
CLC1B_HUMAN	ENSG00000165682.15
PDPN_HUMAN	ENSG00000162493.17
PDGFB_HUMAN	ENSG00000100311.17
PDGFA_HUMAN	ENSG00000197461.13
ITB6_HUMAN	ENSG00000115221.12
TGFB1_HUMAN	ENSG00000105329.11
LTBP4_HUMAN	ENSG00000090006.18
ITA8_HUMAN	ENSG00000077943.8
ITB8_HUMAN	ENSG00000105855.10
SNCAP_HUMAN	ENSG00000064692.20
PRKN_HUMAN	ENSG00000185345.25
SORL_HUMAN	ENSG00000137642.13
A4_HUMAN	ENSG00000142192.22
CHMP7_HUMAN	ENSG00000147457.14
LEMD2_HUMAN	ENSG00000161904.13
COP1_HUMAN	ENSG00000143207.21
GTSE1_HUMAN	ENSG00000075218.19
MYC_HUMAN	ENSG00000136997.22
GEMI_HUMAN	ENSG00000112312.10
CDT1_HUMAN	ENSG00000167513.9
DBF4A_HUMAN	ENSG00000006634.8
CDC7_HUMAN	ENSG00000097046.13
CCNA1_HUMAN	ENSG00000133101.10
CCNA2_HUMAN	ENSG00000145386.11
PHLA1_HUMAN	ENSG00000139289.15
CNEP1_HUMAN	ENSG00000175826.12
NEPR1_HUMAN	ENSG00000205423.12
RAGP1_HUMAN	ENSG00000100401.21
NIPBL_HUMAN	ENSG00000164190.19
SCC4_HUMAN	ENSG00000129933.21
ANDR_HUMAN	ENSG00000169083.18
ESR1_HUMAN	ENSG00000091831.25
MCR_HUMAN	ENSG00000151623.15
STF1_HUMAN	ENSG00000136931.10
PPARA_HUMAN	ENSG00000186951.17
PPARG_HUMAN	ENSG00000132170.24
PRGR_HUMAN	ENSG00000082175.16
RORA_HUMAN	ENSG00000069667.16
THA_HUMAN	ENSG00000126351.13
THB_HUMAN	ENSG00000151090.20
EFTU_HUMAN	ENSG00000178952.11
EFTS_HUMAN	ENSG00000123297.20
PGFRA_HUMAN	ENSG00000134853.12
PGFRB_HUMAN	ENSG00000113721.14
1433B_HUMAN	ENSG00000166913.13
CCNT1_HUMAN	ENSG00000129315.12
CDK9_HUMAN	ENSG00000136807.14
ISCA2_HUMAN	ENSG00000165898.14
ISCA1_HUMAN	ENSG00000135070.15
ARHG6_HUMAN	ENSG00000129675.16
AAMP_HUMAN	ENSG00000127837.10
HCFC1_HUMAN	ENSG00000172534.14
BAP1_HUMAN	ENSG00000163930.10
TAB1_HUMAN	ENSG00000100324.14
SKP2_HUMAN	ENSG00000145604.17
UFD1_HUMAN	ENSG00000070010.19
TERA_HUMAN	ENSG00000165280.18
OTU1_HUMAN	ENSG00000180667.11
ZRAN1_HUMAN	ENSG00000019995.6
APC_HUMAN	ENSG00000134982.18
STABP_HUMAN	ENSG00000124356.17
STAM1_HUMAN	ENSG00000136738.15
CFAH_HUMAN	ENSG00000000971.17
CD81_HUMAN	ENSG00000110651.13
C1S_HUMAN	ENSG00000182326.17
IC1_HUMAN	ENSG00000149131.17
CPN2_HUMAN	ENSG00000178772.7
CBPN_HUMAN	ENSG00000120054.12
CO6_HUMAN	ENSG00000039537.16
SYFA_HUMAN	ENSG00000179115.11
SYFB_HUMAN	ENSG00000116120.11
SMUF2_HUMAN	ENSG00000108854.16
SMUF1_HUMAN	ENSG00000198742.10
NED4L_HUMAN	ENSG00000049759.20
CHIP_HUMAN	ENSG00000103266.11
TGFR2_HUMAN	ENSG00000163513.19
FKB1A_HUMAN	ENSG00000088832.18
TGFR1_HUMAN	ENSG00000106799.14
BRE1A_HUMAN	ENSG00000155827.12
BRE1B_HUMAN	ENSG00000103549.22
ATP7A_HUMAN	ENSG00000165240.22
PDZ11_HUMAN	ENSG00000120509.12
BASI_HUMAN	ENSG00000172270.22
MOT4_HUMAN	ENSG00000141526.18
MOT1_HUMAN	ENSG00000155380.13
MOT1_HUMAN	ENSG00000281917.4
JAM2_HUMAN	ENSG00000154721.15
JAM3_HUMAN	ENSG00000166086.13
ITAX_HUMAN	ENSG00000140678.17
CD244_HUMAN	ENSG00000122223.13
CD48_HUMAN	ENSG00000117091.10
LFA3_HUMAN	ENSG00000116815.16
CD2_HUMAN	ENSG00000116824.5
TIE2_HUMAN	ENSG00000120156.22
ANGP1_HUMAN	ENSG00000154188.10
ANGP2_HUMAN	ENSG00000091879.14
SHIP1_HUMAN	ENSG00000168918.14
SHIP1_HUMAN	ENSG00000281614.3
PPIL2_HUMAN	ENSG00000100023.20
CAV1_HUMAN	ENSG00000105974.13
PPIA_HUMAN	ENSG00000196262.15
YLAT1_HUMAN	ENSG00000155465.21
4F2_HUMAN	ENSG00000168003.19
LAT2_HUMAN	ENSG00000092068.21
BAT1_HUMAN	ENSG00000021488.13
XCT_HUMAN	ENSG00000151012.13
LAT1_HUMAN	ENSG00000103257.9
YLAT2_HUMAN	ENSG00000103064.15
TRI27_HUMAN	ENSG00000204713.11
TRI27_HUMAN	ENSG00000215641.8
TRI27_HUMAN	ENSG00000229006.7
TRI27_HUMAN	ENSG00000237071.7
TRI27_HUMAN	ENSG00000234495.7
ITA11_HUMAN	ENSG00000137809.17
CD44_HUMAN	ENSG00000026508.21
OSTP_HUMAN	ENSG00000118785.15
ITAD_HUMAN	ENSG00000156886.12
ITAE_HUMAN	ENSG00000083457.12
PGBM_HUMAN	ENSG00000142798.20
LDHA_HUMAN	ENSG00000134333.15
LDHA_HUMAN	ENSG00000288299.1
LDHB_HUMAN	ENSG00000111716.14
MPC2_HUMAN	ENSG00000143158.11
MPC1_HUMAN	ENSG00000060762.20
SUCB2_HUMAN	ENSG00000172340.15
SUCA_HUMAN	ENSG00000163541.12
SUCB1_HUMAN	ENSG00000136143.16
MMP9_HUMAN	ENSG00000100985.7
TIMP1_HUMAN	ENSG00000102265.12
MMP14_HUMAN	ENSG00000157227.14
TIMP2_HUMAN	ENSG00000035862.13
RBBP7_HUMAN	ENSG00000102054.18
HAT1_HUMAN	ENSG00000128708.13
PAX3_HUMAN	ENSG00000135903.20
NCOA1_HUMAN	ENSG00000084676.16
IL1AP_HUMAN	ENSG00000196083.11
PTPRD_HUMAN	ENSG00000153707.19
PTPRS_HUMAN	ENSG00000105426.19
BCL10_HUMAN	ENSG00000142867.14
RPGF1_HUMAN	ENSG00000107263.19
CRKL_HUMAN	ENSG00000099942.13
INHBB_HUMAN	ENSG00000163083.6
INHBA_HUMAN	ENSG00000122641.11
PARP1_HUMAN	ENSG00000143799.14
RAD52_HUMAN	ENSG00000002016.18
SP100_HUMAN	ENSG00000067066.17
TDG_HUMAN	ENSG00000139372.15
WRN_HUMAN	ENSG00000165392.11
XPC_HUMAN	ENSG00000154767.15
SP3_HUMAN	ENSG00000172845.18
TP53B_HUMAN	ENSG00000067369.14
FOXL2_HUMAN	ENSG00000183770.7
DDX5_HUMAN	ENSG00000108654.16
DDX17_HUMAN	ENSG00000100201.23
EP300_HUMAN	ENSG00000100393.15
ING2_HUMAN	ENSG00000168556.7
MBD1_HUMAN	ENSG00000141644.19
NCOR2_HUMAN	ENSG00000196498.15
NCOA2_HUMAN	ENSG00000140396.13
NRIP1_HUMAN	ENSG00000180530.11
PARK7_HUMAN	ENSG00000116288.13
SAFB1_HUMAN	ENSG00000160633.13
ZN350_HUMAN	ENSG00000256683.7
TIF1B_HUMAN	ENSG00000130726.12
SATB1_HUMAN	ENSG00000182568.18
SUZ12_HUMAN	ENSG00000178691.11
HDAC4_HUMAN	ENSG00000068024.18
H4_HUMAN	ENSG00000274618.2
H4_HUMAN	ENSG00000197238.5
H4_HUMAN	ENSG00000197837.4
H4_HUMAN	ENSG00000158406.6
H4_HUMAN	ENSG00000278705.3
H4_HUMAN	ENSG00000197061.5
H4_HUMAN	ENSG00000270882.3
H4_HUMAN	ENSG00000270276.3
H4_HUMAN	ENSG00000273542.2
H4_HUMAN	ENSG00000277157.2
H4_HUMAN	ENSG00000276966.3
H4_HUMAN	ENSG00000276180.2
H4_HUMAN	ENSG00000278637.2
H4_HUMAN	ENSG00000275126.2
CHD3_HUMAN	ENSG00000170004.19
HNRPC_HUMAN	ENSG00000092199.19
NOP58_HUMAN	ENSG00000055044.11
TOP1_HUMAN	ENSG00000198900.7
TOP2A_HUMAN	ENSG00000131747.15
TOP2B_HUMAN	ENSG00000077097.17
VHL_HUMAN	ENSG00000134086.9
PIAS4_HUMAN	ENSG00000105229.7
RBP2_HUMAN	ENSG00000153201.17
TOPRS_HUMAN	ENSG00000197579.8
SETB1_HUMAN	ENSG00000143379.13
MCAF1_HUMAN	ENSG00000171681.13
MEP50_HUMAN	ENSG00000116455.14
ANM5_HUMAN	ENSG00000100462.16
VTNC_HUMAN	ENSG00000109072.14
PAI1_HUMAN	ENSG00000106366.9
DAG1_HUMAN	ENSG00000173402.13
AGRIN_HUMAN	ENSG00000188157.15
LEPR_HUMAN	ENSG00000116678.20
PINK1_HUMAN	ENSG00000158828.8
ATG5_HUMAN	ENSG00000057663.16
ATG12_HUMAN	ENSG00000145782.13
ATG7_HUMAN	ENSG00000197548.13
ATG10_HUMAN	ENSG00000152348.16
PEX5_HUMAN	ENSG00000139197.11
PEX5_HUMAN	ENSG00000288217.3
NBR1_HUMAN	ENSG00000188554.15
MLP3B_HUMAN	ENSG00000140941.14
HGF_HUMAN	ENSG00000019991.18
EGR1_HUMAN	ENSG00000120738.8
RHG35_HUMAN	ENSG00000160007.20
RASA1_HUMAN	ENSG00000145715.15
BCAR1_HUMAN	ENSG00000050820.17
RARG_HUMAN	ENSG00000172819.17
RXRG_HUMAN	ENSG00000143171.13
RARA_HUMAN	ENSG00000131759.18
RARB_HUMAN	ENSG00000077092.20
PPARD_HUMAN	ENSG00000112033.14
VGFR1_HUMAN	ENSG00000102755.13
NRP2_HUMAN	ENSG00000118257.17
SCF_HUMAN	ENSG00000049130.16
KIT_HUMAN	ENSG00000157404.17
PTPRU_HUMAN	ENSG00000060656.20
KPCA_HUMAN	ENSG00000154229.12
NRG2_HUMAN	ENSG00000158458.21
ERBB4_HUMAN	ENSG00000178568.16
NCOR1_HUMAN	ENSG00000141027.23
TENS4_HUMAN	ENSG00000131746.13
LRIG1_HUMAN	ENSG00000144749.14
RON_HUMAN	ENSG00000164078.14
PAN2_HUMAN	ENSG00000135473.16
PAN3_HUMAN	ENSG00000152520.14
POMT1_HUMAN	ENSG00000130714.19
POMT2_HUMAN	ENSG00000009830.13
LARG2_HUMAN	ENSG00000165905.18
B4GA1_HUMAN	ENSG00000174684.7
LARG1_HUMAN	ENSG00000133424.22
C1GLC_HUMAN	ENSG00000171155.8
C1GLC_HUMAN	ENSG00000288368.1
C1GLT_HUMAN	ENSG00000106392.11
BIP_HUMAN	ENSG00000044574.9
ATF6A_HUMAN	ENSG00000118217.7
E2AK3_HUMAN	ENSG00000172071.15
ERN1_HUMAN	ENSG00000178607.17
NOD2_HUMAN	ENSG00000167207.15
IFIH1_HUMAN	ENSG00000115267.10
TKFC_HUMAN	ENSG00000149476.16
TOM70_HUMAN	ENSG00000154174.8
MAVS_HUMAN	ENSG00000088888.18
NLRX1_HUMAN	ENSG00000160703.17
SAV1_HUMAN	ENSG00000151748.15
STK3_HUMAN	ENSG00000104375.17
STK4_HUMAN	ENSG00000101109.13
ZO2_HUMAN	ENSG00000119139.21
GSK3B_HUMAN	ENSG00000082701.17
AXIN1_HUMAN	ENSG00000103126.15
PFKAP_HUMAN	ENSG00000067057.19
